drug_name,sanskrit_name,transliteration,image_urls,ocr_text
Priyangu,प्रियङ्गु,priyaṅgu,"https://www.medicinalplants.in/slokaimages/1352/1352_1.jpg
https://www.medicinalplants.in/slokaimages/1352/1352_2.jpg
https://www.medicinalplants.in/slokaimages/1352/1352_3.jpg
https://www.medicinalplants.in/slokaimages/1352/1352_4.jpg","शीतला तिक्ता मोहदाहविनाशिनी |
ज्वरवान्तेहरा
रक्तमुद्रिक्तं
च
प्रसादयेत्|| IDhnl
Priyangu is tikta in rasa, sita in veerya, alleviates moha, daha
jvara vanti
and rakta dosna
प्रियंगुः

शीतला तिक्ता दाहपित्तस्रदोषजित् |
वान्तिभ्रान्तिज्वरहरा वक्त्रजाड्यविनाशिनी | | IRjn)
Priyangu is tikta in rasa, sita in veerya, alleviates daha, pitta, asra Dosha,
vanti, bhranti, jvara ana vaktra jadya.
प्रियंगुः

गन्धप्रियंगुः शोणितपित्तातियोगप्रशमनानाम्
चरक
Gandha priyangu pacifies sonita , pitta atiyoga

शीतला वान्तिदाहपित्तदज्वरास्रजित् |
मुखकान्तिप्रजनना गात्रदौर्गन्धयनाशना | | IMdnl
Priyangu is sita in veerya, mukha kanti prajanana, alleviates vanti, daha,
pitta jvara
asra dosha and gatra aaurgandhya.
प्रियंगुः"
Priyangu - ausadha,प्रियङ्गु औषध,priyaṅgu auṣadha,"https://www.medicinalplants.in/slokaimages/1352/1352_1.jpg
https://www.medicinalplants.in/slokaimages/1352/1352_2.jpg
https://www.medicinalplants.in/slokaimages/1352/1352_3.jpg
https://www.medicinalplants.in/slokaimages/1352/1352_4.jpg","शीतला तिक्ता मोहदाहविनाशिनी |
ज्वरवान्तेहरा
रक्तमुद्रिक्तं
च
प्रसादयेत्|| IDhnl
Priyangu is tikta in rasa, sita in veerya, alleviates moha, daha
jvara vanti
and rakta dosna
प्रियंगुः

शीतला तिक्ता दाहपित्तस्रदोषजित् |
वान्तिभ्रान्तिज्वरहरा वक्त्रजाड्यविनाशिनी | | IRjn)
Priyangu is tikta in rasa, sita in veerya, alleviates daha, pitta, asra Dosha,
vanti, bhranti, jvara ana vaktra jadya.
प्रियंगुः

गन्धप्रियंगुः शोणितपित्तातियोगप्रशमनानाम्
चरक
Gandha priyangu pacifies sonita , pitta atiyoga

शीतला वान्तिदाहपित्तदज्वरास्रजित् |
मुखकान्तिप्रजनना गात्रदौर्गन्धयनाशना | | IMdnl
Priyangu is sita in veerya, mukha kanti prajanana, alleviates vanti, daha,
pitta jvara
asra dosha and gatra aaurgandhya.
प्रियंगुः"
Prsniparni,पृश्निपर्णी,pṛśniparṇī,"https://www.medicinalplants.in/slokaimages/1667/1667_1.jpg
https://www.medicinalplants.in/slokaimages/1667/1667_2.jpg
https://www.medicinalplants.in/slokaimages/1667/1667_3.jpg
https://www.medicinalplants.in/slokaimages/1667/1667_4.jpg","पृश्निपर्णा रसे स्वादुः लघूष्णाडस्रत्रेदोषजित् |
कासश्वासप्रशमनी ज्वरतृड्दाहनाशिनी| | (Dhnl
Prsniparni is madhura in rasa , laghu in guna, usna in veerya, alleviates
asra dosha, pacifies kasa
svasa, cures jvara, trd and daha.
and

पृश्निपर्णी कटुष्णाडम्ला तिक्ताडतीसारकासजित् |
वातरोगज्वरोन्मादव्रणदाहविनाशिनी | | IRjnl
Prsniparni is katu, amla, tikta in rasa, usna in virya, alleviates atisara,
kasa, vataroga, jvara, unmade, Vrana
daha
and

पृश्निपर्णी त्रिदोशघ्नी वृष्योष्णा मधुरा सरा
हा
दाहज्वरश्वासर
क्तातीसारतृड्वमा
IBpnl
Prsniparni is madhura in rasa
sara in guna, usna in veerya, alleviates all
the three doshas, vrshya , cures daha, jvara, svasa, rakta atisara, tra ana
vami

पृश्निपर्णी संग्राहकवातहरदीपनीयवृष्याणाम् श्रेष्ठा| | (चरक)
Prsniparni is sangrahi, alleviates vata, is dipaniya ana srestha vrshya."
Puga,पूग,pūga,"https://www.medicinalplants.in/slokaimages/152/152_1.jpg
https://www.medicinalplants.in/slokaimages/152/152_2.jpg","आमं पूगं कषायं मुखमलशमनं कण्ठशूद्धि विधत्ते |
रक्तमश्लेष्मयघ्नं रुचकरमुदितं पाचनं रेचनं स्यात्|
तत्पूर्णेनायुतञ्चेत् झटिति वितनुते पाणडुवातं च शोषम्
IRjn )
Ama puga is kasaya in rasa, rucikara, pacana
recana, mukhamala
samana, kantha suadhi kara, alleviates rakta ana slesma, causes pandu
and sosa if taken in excess

पूगं गुरु हिमं रूक्षं कषायं कफपित्तजित्
मोहनं दीपनं रुच्यम्डडस्यवैरस्यनाशनम्| 
आर्द्रं तत
गुर्वभिष्यन्दि वहिदृष्टिहरं समृतम्
स्विन्नं दोषत्रयच्छेदि
तदुत्तमम्
IBpn |
Puga is kashaya in rasa, guru, ruksa in guna, hima in veerya, is mohana
dipana, rucya, alleviates kapha, pitta and asyavairasya.
Ardra puga is guru in guna, abhisyandi, svinna, vahni drsti hara, dosha
traya chedi, drdha madhya is considered the best.
दृढमध्यं"
Punarnava,पुनर्नवा,punarnavā,"https://www.medicinalplants.in/slokaimages/251/251_1.jpg
https://www.medicinalplants.in/slokaimages/251/251_2.jpg
https://www.medicinalplants.in/slokaimages/251/251_4.jpg
https://www.medicinalplants.in/slokaimages/251/251_5.jpg","शोफघ्नी दीर्घपत्रिका
पुनर्नवाडपरा
रक्ता
रक्तपुष्पा शिवाटिका |I
शोफघ्नी क्षुद्रवर्षाभूर्वृषकेतुः कठिल्लका
(Bpn)
Synonyms are punarnava , svetamula , sophaghni, dirghapatrika.
Synonyms of punarnava apara are rakta, raktapuspa, sivatika, sophaghni,
ksudravarshabhu, vrshaketu, kathillaka.
पुनर्नवा
श्वेतमूला

सदामण्डपत्रकः
श्वेतमूलोडथ वर्षाभूर्वृश्चीवः क्षुद्रपत्रकः II
वैशाखोः रक्तवृन्तः कठिल्लकः
प्रैर्कसो न्ुय्रेव
क्षुद्रवर्षाभू रक्तपुष्पा सिनाडिका Il MMdnl
Varshaketu, sadamanaalapatraka , svetamula, varshabhu, civa
ksudrapatraka are the synonyms of punarnava.
Synonyms of punarnava anya are vaisakhya, raktavrnta, kathillaka ,
vikasa, ksuaravarshabhu, raktapuspa, sinadika.
पुनर्नवो
वर्षकेतुः

वर्षाभूर्मधुरा तिक्ता कषाया कटुका सरा| |
क्षारोष्णा वीपनी रूक्षा शोफानिलकफापहा
हृद्या
रुच्या
जयेदर्शोव्रणपाण्डुगरोदरम्
IKdn)
Punarnava is madhura, tikta, kasaya , katu in rasa, sara, ruksa in guna,
usna in veerya, agnidipaka, hrdya, rucya, in karma, alleviates vata,
kapha cures sotha arsa, vrana
visa and udara vikara.

भवेदुष्णा तिक्ता रूक्षा
कफापहा
सशोफपाण्डुहृद्रोगकासोरःक्षतशूलनुत्
( IDhn)
Punarnava is tikta in rasa, ruksa in guna, usna in veerya, alleviates kapha,
cures sotha, panau roga, hradaya roga, kasa, uraksata and sula
पुनर्नवा"
Punarnava - rakta,पुनर्नवा रक्त,punarnavā rakta,"https://www.medicinalplants.in/slokaimages/251/251_1.jpg
https://www.medicinalplants.in/slokaimages/251/251_2.jpg
https://www.medicinalplants.in/slokaimages/251/251_4.jpg
https://www.medicinalplants.in/slokaimages/251/251_5.jpg","शोफघ्नी दीर्घपत्रिका
पुनर्नवाडपरा
रक्ता
रक्तपुष्पा शिवाटिका |I
शोफघ्नी क्षुद्रवर्षाभूर्वृषकेतुः कठिल्लका
(Bpn)
Synonyms are punarnava , svetamula , sophaghni, dirghapatrika.
Synonyms of punarnava apara are rakta, raktapuspa, sivatika, sophaghni,
ksudravarshabhu, vrshaketu, kathillaka.
पुनर्नवा
श्वेतमूला

सदामण्डपत्रकः
श्वेतमूलोडथ वर्षाभूर्वृश्चीवः क्षुद्रपत्रकः II
वैशाखोः रक्तवृन्तः कठिल्लकः
प्रैर्कसो न्ुय्रेव
क्षुद्रवर्षाभू रक्तपुष्पा सिनाडिका Il MMdnl
Varshaketu, sadamanaalapatraka , svetamula, varshabhu, civa
ksudrapatraka are the synonyms of punarnava.
Synonyms of punarnava anya are vaisakhya, raktavrnta, kathillaka ,
vikasa, ksuaravarshabhu, raktapuspa, sinadika.
पुनर्नवो
वर्षकेतुः

वर्षाभूर्मधुरा तिक्ता कषाया कटुका सरा| |
क्षारोष्णा वीपनी रूक्षा शोफानिलकफापहा
हृद्या
रुच्या
जयेदर्शोव्रणपाण्डुगरोदरम्
IKdn)
Punarnava is madhura, tikta, kasaya , katu in rasa, sara, ruksa in guna,
usna in veerya, agnidipaka, hrdya, rucya, in karma, alleviates vata,
kapha cures sotha arsa, vrana
visa and udara vikara.

भवेदुष्णा तिक्ता रूक्षा
कफापहा
सशोफपाण्डुहृद्रोगकासोरःक्षतशूलनुत्
( IDhn)
Punarnava is tikta in rasa, ruksa in guna, usna in veerya, alleviates kapha,
cures sotha, panau roga, hradaya roga, kasa, uraksata and sula
पुनर्नवा"
Punarnava - sveta,पुनर्नवा श्वेता,punarnavā śvetā,"https://www.medicinalplants.in/slokaimages/251/251_1.jpg
https://www.medicinalplants.in/slokaimages/251/251_2.jpg
https://www.medicinalplants.in/slokaimages/251/251_4.jpg
https://www.medicinalplants.in/slokaimages/251/251_5.jpg","शोफघ्नी दीर्घपत्रिका
पुनर्नवाडपरा
रक्ता
रक्तपुष्पा शिवाटिका |I
शोफघ्नी क्षुद्रवर्षाभूर्वृषकेतुः कठिल्लका
(Bpn)
Synonyms are punarnava , svetamula , sophaghni, dirghapatrika.
Synonyms of punarnava apara are rakta, raktapuspa, sivatika, sophaghni,
ksudravarshabhu, vrshaketu, kathillaka.
पुनर्नवा
श्वेतमूला

सदामण्डपत्रकः
श्वेतमूलोडथ वर्षाभूर्वृश्चीवः क्षुद्रपत्रकः II
वैशाखोः रक्तवृन्तः कठिल्लकः
प्रैर्कसो न्ुय्रेव
क्षुद्रवर्षाभू रक्तपुष्पा सिनाडिका Il MMdnl
Varshaketu, sadamanaalapatraka , svetamula, varshabhu, civa
ksudrapatraka are the synonyms of punarnava.
Synonyms of punarnava anya are vaisakhya, raktavrnta, kathillaka ,
vikasa, ksuaravarshabhu, raktapuspa, sinadika.
पुनर्नवो
वर्षकेतुः

वर्षाभूर्मधुरा तिक्ता कषाया कटुका सरा| |
क्षारोष्णा वीपनी रूक्षा शोफानिलकफापहा
हृद्या
रुच्या
जयेदर्शोव्रणपाण्डुगरोदरम्
IKdn)
Punarnava is madhura, tikta, kasaya , katu in rasa, sara, ruksa in guna,
usna in veerya, agnidipaka, hrdya, rucya, in karma, alleviates vata,
kapha cures sotha arsa, vrana
visa and udara vikara.

भवेदुष्णा तिक्ता रूक्षा
कफापहा
सशोफपाण्डुहृद्रोगकासोरःक्षतशूलनुत्
( IDhn)
Punarnava is tikta in rasa, ruksa in guna, usna in veerya, alleviates kapha,
cures sotha, panau roga, hradaya roga, kasa, uraksata and sula
पुनर्नवा"
Punnaga,पुन्नाग,punnāga,"https://www.medicinalplants.in/slokaimages/300/300_1.jpg
https://www.medicinalplants.in/slokaimages/300/300_2.jpg","पुरुषाख्योरक्तवृक्षःपुन्नागोदेववल्लभः
h [
Purushakhya, rakta vrksha, punnaga, devavallabha are the synonyms of
punnaga.

पुन्नागोमधुरःशीतःसुगन्धिःपित्तनाशकृत् [
देवप्रसादजनकोरक्तरुग्रक्तपित्तजित्|
कफंपित्तंभूतबाधांनाशयेदितिकीर्तितम्
पुष्पंवृष्यंवातशूलकफदोषाञ्जायत्यलम्
नमेरुस्तिक्तपुन्नागादधिकश्चगुणैःस्मृतः
(Nir)
Punnaga is madhura in rasa, sita in veerya, sugandhi, devaprasaaajana,
destroys pitta, kapha, pittabhuta baaha, alleviates rakta, rug and
raktapitta,
Puspa is vrshya, alleviates vata, sula and kapha dosha
Nameru is tikta in rasa, and more potent than punnaga"
Putiha,पूतिहा,pūtihā,"https://www.medicinalplants.in/slokaimages/1094/1094_1.jpg
https://www.medicinalplants.in/slokaimages/1094/1094_2.jpg
https://www.medicinalplants.in/slokaimages/1094/1094_3.jpg","स्रंसनं कटुकं पाके लघु वातकफापहम्
शोथघ्नमुष्णवीर्यं च पत्रं पूतिकरंजकज)म्|
Putiha is laghu in guna, usna in veerya, katu in paka, sramsana, alleviates
vata, kapha and sotha
Patra is putikaranjaka
| सुसू ४६

विरेचने प्रयोक्तव्यः पूतिकः [
Putina is used in virecana.
| च.सू १

कुवेराक्षी यकुत्प्लीहवातघ्नी व्रणरोपणी |
पूतिकरंजजं पत्रं लघु वातकफापहम्||
भेदनं कटुकं पाके वीर्योष्णं शोफनाशनम्
शोढल नि
Putiha is vrana ropani, alleviates yakrt plihavata
Its patra is laghu in guna, usna in veerya, katu in paka, bhedana,
alleviates vata, kapha ana destroys sopha"
Putrajivaka,पुत्रजीवक,putrajīvaka,"https://www.medicinalplants.in/slokaimages/645/645_1.jpg
https://www.medicinalplants.in/slokaimages/645/645_2.jpg
https://www.medicinalplants.in/slokaimages/645/645_3.jpg","पुत्रजीवःपवित्रश्चगर्भदःसुतजीवकः.
पुत्रजीवोपत्यजीवःसिद्धिदोपत्यजीवकः
Pavitra, garbada, sutajivaka, pathyajiva ana pathyajivaka are the
synonyms of putrjiva.

पुत्रजीवोगुरुर्वृष्योगर्भदः श्लेष्मवातकृत्
सृष्टमूत्रमलोरूक्षोहिमःस्वादुःकटुःपटुः | | (Bpn)
Putra jiva is svaau, katu, patu in rasa, guru, ruksa in guna, hima in
veerya, vrshya, garbhada, srstamutramala, increases slesma and vata

पुत्रजीवोहिमोवृष्यःश्लेष्मदोगर्भजीवदः|
चक्षुष्यःपित्तशमनोदाहतृष्णानिवारणः || KRjnl
Putrajiva is hima in veerya, vrshya, increases slesma, is garbhajivada,
cakshushya, pacifies pitta, alleviates daha ana trshna"
Rajika,राजिका,rājikā,"https://www.medicinalplants.in/slokaimages/265/265_1.jpg
https://www.medicinalplants.in/slokaimages/265/265_2.jpg","राजिका कफपित्तघ्नी तीक्ष्णोष्णा रक्तपित्तकृत् [
किंचिदं रूक्षाग्निदा कंडूकुष्ठकोठकृमीन् हरेत्
अतितीक्ष्णा विशेषेण तद्वत्
रााजका
(Bpn)
Rajika is tiksna, kincit ruksa in guna, usna in veerya, atitiksna, agniaa,
causes raktapitta, alleviates kapha, pitta, kandu, kustha, kotha
krmi,
specifically krsna is rajika.
कृष्णापि
and

आसुरी कटुतिक्तोष्णा वातप्लीहार्तिशूलनुत् [
दाहपित्तप्रदा हन्ति कफगुल्मकृमिव्रणान्
IRjn )
Asuri is katu, tikta in rasa, usna in veerya, causes daha, pitta, alleviates
vata, pliha, arti, sula, kapha, gulma, krmi and vrana"
Raktacandana,रक्तचन्दन,raktacandana,"https://www.medicinalplants.in/slokaimages/1363/1363_1.jpg
https://www.medicinalplants.in/slokaimages/1363/1363_2.jpg","रक्तं शीतं गुरु स्वादु च्छर्दितृष्णास्रपित्तहृत्
तिक्तं नेत्रहितं
ज्वरव्रणविषापहम्
(Bhava prakasha )
वृष्यं

रक्तचन्दनमतीव शीतलं तिक्तमीक्ष्णगदास्रदोषनुत्
भूतपित्तकफकाससज्वरभ्रान्तिजन्तुवमिजित्तृषापहम्
(Raja nighantu )"
Raktaniryasa,रक्तनिर्यास,raktaniryāsa,https://www.medicinalplants.in/slokaimages/28/28_1.jpg,"ज्ञेयस्तु रक्तनिर्यासः कषायः रूक्षशीतलः
कफपित्तहरो रक्तस्तम्भनो व्रणरोपणः|| (स्व.)
Raktaniryasa is kasaya in rasa, ruksa in guna, sita in veerya,
alleviates kapha and pitta, raksthambana in karma and cures vrana."
Rasna,रास्ना,rāsnā,"https://www.medicinalplants.in/slokaimages/95/95_1.jpg
https://www.medicinalplants.in/slokaimages/95/95_2.jpg
https://www.medicinalplants.in/slokaimages/95/95_3.jpg
https://www.medicinalplants.in/slokaimages/95/95_4.jpg
https://www.medicinalplants.in/slokaimages/95/95_5.jpg
https://www.medicinalplants.in/slokaimages/95/95_6.jpg
https://www.medicinalplants.in/slokaimages/95/95_7.jpg
https://www.medicinalplants.in/slokaimages/95/95_8.jpg","रास्ना युक्तरसा स्याच्छ्रेयस्या श्रेयसा रसा युक्ता
सुवहा सुगन्धमूला रस्या
सा
गन्धनाकुली चे
Il IAa mal
Rasna, yuktarasa, sreyasa, sreyasi, yukta, suvaha, sugandhamula, rasya
and
gandhanakuli are its synonyms

रास्ना युक्तरसा रस्या सुवहा रसाना
रसा
एलापर्णी च सुरसा सुगन्धा श्रोयसी तथा Il (Bpnl
Rasna , yukta rasa, rasya, suvaha, rasna, rasa, elaparni, surasa, sugandha,
sroyasi are its synonyms

विशेषाद्वातरोगघ्नी तैलादिषु नियोजिता
विषघ्नी श्वासकासघ्नी
रास्ना
हिक्कानिवारणी Il MMdnl
Rasna specifically alleviates vataroga when used in the form of taila
It also alleviates visha, svasa, kasa
Inikka.
and

रास्नामपाचनी तिक्ता गुरूष्णा कफवातजित्
शोफश्वाससमीरास्रवातशूलोदरापहा
कासज्वरविषार्शावातिकामयहिध्महृत
(Bpn)
Rasna is tikta in rasa, guru in guna,
usna in veerya, ama pacani, alleviates
kapha ana vata, cures sopha , svasa, samira, asra vata, sula, udara, kasa
jvara
visa, sita vata and hidhma

रास्ना गुरुश्च तिक्तोष्णा विषवातास्रकासजित्
शोफकम्पोदरश्लेष्मशमन्यामस्य पाचनी Il IDhnl
Rasna is tikta in rasa, guru in guna, usna in veerya, cures visha, vata,
asra, kasa, sopha, kampa, udara, slesma and is ama pacana

रास्ना तिक्ता गुरुश्चोष्णा पाचन्यामविनाशिनी
वातरक्तं विषं श्वासं कासं
विषमज्वरम |l
शोफं हिक्कां चामवातं कफं शूलं विनाशयेत्
ज्वरं कम्पं चोदरं च सर्वान् वातांश्च नाशयेत Il (Sgnl
Rasna is tikta in rasa, guru in guna
usna in veerya, pacana, aestroys ama
cures vatarakta, visa , svasa, kasa, visamajvara, sopha, hikka , amavata
kapha, sula, jvara, kampa, uaara and sarva vata

रास्ना तिक्ता गुरूष्णामपाचनी कफपित्तहा
निहन्ति शोफवातास्रश्वासकासविषज्वरान
१
हिध्माशीतामवाताढ्या
वातशूलोदरणि च
(Kdn)
Rasna is Tikta in rasa, guru in Guna, Usna in Potency Ama pacani, Kapha
Pitta hara, cures Sopha, Vata asra, Svasa, Kasa, Visha, Hidhma, Sita vata,
Ama vata, Vata adhya, Vata sula and Udara

रास्नोष्णा वातशोफामवातवातामयान् जयेत्
ISdn)
Rasna is Usna in Potency, Vata sopha Amavata hara."
Rohisa,रोहिष,rohiṣa,"https://www.medicinalplants.in/slokaimages/550/550_1.jpg
https://www.medicinalplants.in/slokaimages/550/550_2.jpg
https://www.medicinalplants.in/slokaimages/550/550_3.jpg","कत्तृणं श्वासकासघ्नं हृद्रोगशमनं परम्
विसूच्यजीर्णशूलघ्नं कफपित्तास्रनाशनम्
न (ज.नि)
Kattrna alleviates svasa , kasa, visuci, ajirna, sula, best in pacifyng
hrdroga, destroys kapha, pitta
asra
and

कत्तृणा दशनामाढ्यं कटुतिक्तं कफापहम्|
शस्त्रशल्यादिदोषघ्नं बालग्रहविनाशनम् |
IRin)
Kattrna is katu, tikta in rasa, dasanamdhya, alleviates kapha, sastra
salyadi dosha and destroys bala
Braha.

रोहिषं
तिक्तं कटुपाकं व्यपोहति |
हृत्कण्ठव्याधिपित्तास्रशूलकासकफज्वरान्
(Bpn)
Rohisa is tuvara, tikta in rasa, katu in paka, alleviates hrt kantha vyadhi,
pitta, asra, sula, kasa, kapha and jvara.
तुवरं"
Rohitaka,रोहितक,rohitaka,"https://www.medicinalplants.in/slokaimages/144/144_1.jpg
https://www.medicinalplants.in/slokaimages/144/144_2.jpg
https://www.medicinalplants.in/slokaimages/144/144_3.jpg
https://www.medicinalplants.in/slokaimages/144/144_4.jpg","रोहितको यकृत्प्लीहगुल्मोदरहरः सरः
शुक्लरोहितकञ्चैव कटुष्णमुभयं स्मृतम्||
कर्णरोगहरञ्चैव विषवेगविनाशनम्
IDhn)
Rohitaka is sara in guna, alleviates yakrt pliha gulma and uaara.
Sukila rohitaka is katu in rasa, usna in veerya, alleviates karnaroga,
destroys visavega

रोहितकौ कटुस्निग्धौ कषायौ च सुशीतलौ |
कृमिदोषव्रणप्लीहरक्तनेत्रामयापहौ | | IRjnl
Rohitaka is katu, kashaya in rasa, snigaha in guna, sita in veerya,
alleviates krmiaosha, vrana, pliha, rakta and netra amaya.

रोहितकः प्लीहघाती रुच्यो रक्तप्रसादनः
कषायः
शीतलः स्निग्धो यकृदगुल्महरोमतः | |
नेत्ररोगप्रशमनः क्रिमिघ्नो व्रणनाशनः
| (Bpn)
Rohitaka is kashaya in rasa, snigdha in guna, sita in veerya, plihaghati,
rucya, rakta prasadana, alleviates yakrd gulma, krmi, pacifies netra roga
aestroys vrana.
and

रोहितको यकृत्प्लीहगुल्मोदरहरः सरः| | KRjvl
Rohitaka alleviates yakrd pliha gulma
uaara
and"
Rohitaka - sveta,रोहितक श्वेता,rohitaka śvetā,"https://www.medicinalplants.in/slokaimages/144/144_1.jpg
https://www.medicinalplants.in/slokaimages/144/144_2.jpg
https://www.medicinalplants.in/slokaimages/144/144_3.jpg
https://www.medicinalplants.in/slokaimages/144/144_4.jpg","रोहितको यकृत्प्लीहगुल्मोदरहरः सरः
शुक्लरोहितकञ्चैव कटुष्णमुभयं स्मृतम्||
कर्णरोगहरञ्चैव विषवेगविनाशनम्
IDhn)
Rohitaka is sara in guna, alleviates yakrt pliha gulma and uaara.
Sukila rohitaka is katu in rasa, usna in veerya, alleviates karnaroga,
destroys visavega

रोहितकौ कटुस्निग्धौ कषायौ च सुशीतलौ |
कृमिदोषव्रणप्लीहरक्तनेत्रामयापहौ | | IRjnl
Rohitaka is katu, kashaya in rasa, snigaha in guna, sita in veerya,
alleviates krmiaosha, vrana, pliha, rakta and netra amaya.

रोहितकः प्लीहघाती रुच्यो रक्तप्रसादनः
कषायः
शीतलः स्निग्धो यकृदगुल्महरोमतः | |
नेत्ररोगप्रशमनः क्रिमिघ्नो व्रणनाशनः
| (Bpn)
Rohitaka is kashaya in rasa, snigdha in guna, sita in veerya, plihaghati,
rucya, rakta prasadana, alleviates yakrd gulma, krmi, pacifies netra roga
aestroys vrana.
and

रोहितको यकृत्प्लीहगुल्मोदरहरः सरः| | KRjvl
Rohitaka alleviates yakrd pliha gulma
uaara
and"
Sahadevi,सहदेवी,sahadevī,https://www.medicinalplants.in/slokaimages/19/19_1.jpg,"सहदेवी दण्डोत्पला विषमज्वरनाशिनी |
सहदेवी द्विधा प्रोक्ता श्वेती नीला च
द्वयं चैकान्तरं
भक्षणात धारणदपि |
निद्राकरा धृता शीर्षे नीला सिध्मविनःशनी | | शोढल
Sahadevi is dandotpala that alleviates visama jvara.
It is Of
types: sveta and nila based on the colour Of
the flower, both are similar in properties and on
bhaksana and dharana it causes nidra and nila
alleviates sidhma.
पुष्पतः
हन्ति"
Saileya,शैलेय,śaileya,"https://www.medicinalplants.in/slokaimages/1235/1235_1.jpg
https://www.medicinalplants.in/slokaimages/1235/1235_2.jpg
https://www.medicinalplants.in/slokaimages/1235/1235_3.jpg","शैलेयं शीतलं हृद्यं कफपित्तहरं लघु
कण्डूकुष्ठाश्मरींदाहविषहृत् गुदरक्तहृत्| | o८Bpn)
Saileya is laghu in guna, sita in veerya, hrdya, alleviates kapha, pitta ,
kandu, kustha, asmari, daha, visha and guda rakta

शैलेयं शिशिरं तिक्तं सुगन्धि कफपित्तजित्|
दाहतृष्णावमिश्वासव्रणं दोषविनाशनम्| 
T (Rjn)
Saileya is tikta in rasa, sita in veerya, sugandhi, alleviates kapha, pitta
daha, trsna, vami,
svasa and vrana dosha

शैलेयं कटुकं शीतं सुगन्धिं लघुहृद्यकम्
रुच्यं च कफपित्तघ्नं दाहतृष्णावमिप्रणुत्| |
श्र्वासं व्रणं च कण्डूं च कुष्ठाश्मरीविषज्वरान्|
रक्तदोषं वातरोगं च रक्तार्शं चैव नाशयेत्|
INir)
Saileya is katu in rasa, laghu in guna, sita in veerya, sugandhi, hrdya,
rucya, alleviates kapha, pitta, daha, trsha, vami, svasa, vrana, kandu,
Kustha, asmari, jvara, visha, rakta dosha, vata roga and rakta arsa"
Saivala,शैवाल,śaivāla,"https://www.medicinalplants.in/slokaimages/379/379_1.jpg
https://www.medicinalplants.in/slokaimages/379/379_2.jpg","वारिपर्णी हिमा तिक्ता लघ्नी स्वाद्धी सरा पटुः |
दोषत्रयकरी रूक्षा शोणितज्वरशोषकृत्||
शैवारं तुवरं तिक्तं मधुरं शीतलं लघु
स्निग्धं दाहतृषापित्तरक्तज्वरं परम्| |
(Bpn)
Variparni is tikta, svadu, patu in rasa, laghu,
ruksa, sara in guna, hima in
veerya, alleviates tridosha, causes sonita, jvara and sosa.
Saivara is tuvara, tikta, madhura in rasa, laghu, snigaha in guna, sita in
veerya, daha, trsha, pitta, rakta jvara para.

शेवालं शीतलं स्निग्धं सन्तापव्रणनाशनम
IRjnl
Saivala is snigdha in guna, sita in veerya, destroys santapa and vrana."
Sala,शाल,śāla,"https://www.medicinalplants.in/slokaimages/1481/1481_1.jpg
https://www.medicinalplants.in/slokaimages/1481/1481_2.jpg
https://www.medicinalplants.in/slokaimages/1481/1481_3.jpg
https://www.medicinalplants.in/slokaimages/1481/1481_4.jpg
https://www.medicinalplants.in/slokaimages/1481/1481_5.jpg
https://www.medicinalplants.in/slokaimages/1481/1481_6.jpg","सालस्तुसर्ज्जकार्याडश्वकर्णिकासस्यसम्बरः
Sarjja, asvakarnika and sambara are the synonyms of sala

अश्वकर्णः कषायः स्याद्व्रणस्वेदकफकृमीन् |
ब्रध्नवीद्रधिबाधिर्य्यनिकर्णगदान्हरेत्|
IBpnl
Asvakarna is kashaya in rasa, alleviates vrana, sveda, kapha, krmi,
bradhna, vidradhi, badhirya and karna gada.

अश्वकर्णःकटुस्तिक्तःस्निग्धःपित्तास्रनाशनः
उरोविस्फोटकण्डूघ्नःशिरोदोषार्त्तिकृंतनः | |
(Rjn )
Asvakarna is katu, tikta in rasa, snigdha in guna, destroys pitta
asra
dosha, alleviates uru visphota, kandu, siro dosha and arti.

अथशालभेदः
सर्ज्जकोडन्योउजकर्णःस्याच्छालोमरिचपत्रकः
Synonyms of sarjjaka anya are ajakarna, sala and marica patraka.

अजकर्णःकटुस्तिक्तःकषायोष्णोव्यपोहति
कफपाण्डुश्रुतिगदान्मेहकुष्ठविषव्रणान्| (Bpnl
Ajakarna is katu, tikta, kashaya in rasa,
usna in veerya, alleviates kapha,
pandu, sruti
gada, meha, kustha, visha and vrana.

सर्जस्तुकटुतिक्तोष्णोहिमःस्निग्धोडतिसारजित् P
पित्तास्रदोषकुष्ठघ्नःकण्डूविस्फोटवातजित् |
IRjn )
Sarja is Katu, Tikta in rasa, Usna, Hima, Snigdha, Atisara hara,
Pittasradosha kusthaghna, Kandu visphota vata hara."
