letter,page,drug_name,sanskrit_name,transliteration,ref_drug_name,botanical_correlation,status,discussion,reference
M,5,Mudgaparnini,मुद्गपर्णिनी,mudgaparṇinī,मुद्गपर्णी,Phaseolus trilobus Ait.,,,[3]
M,5,Mudgaparnini,मुद्गपर्णिनी,mudgaparṇinī,मुद्गपर्णी,Phaseolus trilobus Ait.,Accepted source,Its identified with this species,[5]
M,5,Mudgaparnini,मुद्गपर्णिनी,mudgaparṇinī,मुद्गपर्णिनी,Phaseolus trilobus Ait.,Accepted source,Identified with it,[1]
M,5,Mudgara,मुद्गर,mudgara,मुद्गर,Jasminum malabaricum Wight.,Accepted source,It has been cited in Raja nighantu and identified with this species,[5]
M,5,Mukulaka,मुकूलक,mukūlaka,मुकूलक,Prunus sp.,?,don’t understand tht hindi word der……..,[5]
M,5,Mukulaka,मुकूलक,mukūlaka,मुकूलक,Sapium insigne Triven.,?,?,[5]
M,5,Mula rasna,मूल रास्ना,mūla rāsnā,मूल रास्ना,Rauwolfia serpentina.,Most probable,Bengali Kavirajas consider 3 types of Rasna but there is no referance of this in the Brhatrayi; One type is Mula Rasna which is correlated to this species,[2]
M,5,Mulaka,मूलक,mūlaka,मूलक,Raphanus sativus Linn.,,,[4]
M,5,Mulaka,मूलक,mūlaka,मूलक,Raphanus sativus Linn.,Accepted source,Identified with it,[1]
M,5,Mulakaparni,मूलकपर्णी,mūlakaparṇī,मूलकपर्णी,Euphorbia acaulis Roxb.,Most probable,"With regard to its morphology, Mulakaparni may be a synonym of 'Adhoguda' which is correlated to this species; Properties of Mulakaparni mentioned by Caraka are similar to 'Adhoguda' so its most probably correlated to this species",[5]
M,5,Mundi,मुण्डी,muṇḍī,मुण्डी जाति,Sphaeranthus africans Linn.,,,[3]
M,5,Mundi,मुण्डी,muṇḍī,मुण्डी,Sphaeranthus indicus Linn.,,,[3]
M,5,Mundi - jati,मुण्डी जाति,muṇḍī jāti,मुण्डी जाति,Sphaeranthus africans Linn.,,,[3]
M,5,Mundi - jati,मुण्डी जाति,muṇḍī jāti,मुण्डी,Sphaeranthus indicus Linn.,,,[3]
M,5,Munjata,मुञ्जात,muñjāta,मुञ्जात,Orchis latifolia Linn.,Substituted source,Orchis latifolia has functions similar to that of Munjata and hence this can be used as its substitute,[1]
M,5,Munjjataka,मुञ्जातक,muñjātaka,मुञ्जातक,Eulophia campestris Wall.,Accepted source,This species is used as a substitute for Munjjataka,[3]
M,5,Munjjataka,मुञ्जातक,muñjātaka,मुञ्जातक,Eulophia herbacea Lindl.,Accepted source,This species is used as a substitute for Munjjataka,[3]
M,5,Munjjataka,मुञ्जातक,muñjātaka,मुञ्जातक,Orchis latifolia Linn.,Accepted source,Munjataka is correlated to this species,[3]
M,5,Mura,मुरा,murā,मुरा,Curcuma sp.,Substituted source,At present this species is being used in its place,[1]
M,5,Mura,मुरा,murā,मुरा,Hedychium sp.,Substituted source,At present this species is being used in its place,[1]
M,5,Mura,मुरा,murā,मुरा,Selinium tenuifolium Wall.,Accepted source,Very few referances of 'Mura' are mentioned in the samhitas; It is identified with this species,[5]
M,5,Mura,मुरा,murā,मुरा,Selinum tenuifolium Wall.,Most probable,May be identified with this species,[1]
M,5,Murva,मूर्वा,mūrvā,मूर्वा,Bauhinia tomentosa,Controversial,With regard to the description given by the nighantus this species which is otherwise correlated to Kancanara was considered as Murva,[2]
M,5,Murva,मूर्वा,mūrvā,मूर्वा,Bauhinia vahlii,?,?,[2]
M,5,Murva,मूर्वा,mūrvā,मूर्वा,Bauhinia vahlii,Controversial,The fibres of this species are very strong so it is taken into consideration as this is the most important feature of Murva; there is a controversy regarding this as this species is known as 'Maluka' which is a synonym of Kancanara,[2]
M,5,Murva,मूर्वा,mūrvā,मूर्वा,Bauhinia vahlii W. & A.,Most probable,This species being used as Murva with regard to its features,[1]
M,5,Murva,मूर्वा,mūrvā,मूर्वा,Bauhinia vahlii W. & A.,Substituted source,Throughout the country many species have been correlated to Murva and this species is one among them,[5]
M,5,Murva,मूर्वा,mūrvā,मूर्वा,Chenomorpha macrophylla,Controversial,Murva is a highly controversial drug; Murva means a plant which has tough fibres and there are many such plants with  this feature; This species is used as Murva by Vaidyas in Kerala,[2]
M,5,Murva,मूर्वा,mūrvā,मूर्वा,Chenomorpha macrophylla,Controversial,Murva is a highly controversial drug; This species is used by the Vaidyas in Kerala,[2]
M,5,Murva,मूर्वा,mūrvā,मूर्वा,Chlonemorpha macrophylla.,Substituted source,Throughout the country many species have been correlated to Murva and this species is one among them,[5]
M,5,Murva,मूर्वा,mūrvā,मूर्वा,Chonemorpha macrophylla (Roxb.) G. Don.,Controversial,Throughout the country many species have been correlated to Murva and this species is one among them,[5]
M,5,Murva,मूर्वा,mūrvā,मूर्वा,Chonemorpha macrophylla G. Don,Substituted source,In Kerala it is used as a substitute for Murva,[1]
M,5,Murva,मूर्वा,mūrvā,मूर्वा,Clematis gouriana Roxb.,Controversial,Throughout the country many species have been correlated to Murva and this species is one among them,[5]
M,5,Murva,मूर्वा,mūrvā,मूर्वा,Clematis gouriana Roxb.,Substituted source,Used as a substitute for Murva,[1]
M,5,Murva,मूर्वा,mūrvā,मूर्वा,Clematis triloba,Controversial,Murva is a highly controversial drug; Many species are correlated to it with regard to its feature of having tough fibres and this species is one among them; This species is used as Murva in Maharashtra and Gujarat,[2]
M,5,Murva,मूर्वा,mūrvā,मूर्वा,Clematis triloba,Controversial,Murva is a highly controversial drug; This species is being used as Murva in Maharashtra and Gujarat,[2]
M,5,Murva,मूर्वा,mūrvā,मूर्वा,Helicteres isora,Controversial,Murva is a highly controversial drug; Murva means a plant which has tough fibres and there are many such plants with  this feature; This species is one among  them and used as Murva in Punjab,[2]
M,5,Murva,मूर्वा,mūrvā,मूर्वा,Helicteres isora Linn.,Substituted source,Used as a substitute for Murva,[1]
M,5,Murva,मूर्वा,mūrvā,मूर्वा,Helicterus isora Linn.,Controversial,Throughout the country many species have been correlated to Murva and this species is one among them,[5]
M,5,Murva,मूर्वा,mūrvā,मूर्वा,Maerua arenaria,Controversial,Murva means a plant which has tough fibres and there are many plants available with this feature; This is one of the species being used as Murva since long in some parts of India,[2]
M,5,Murva,मूर्वा,mūrvā,मूर्वा,Maerua arenaria,Controversial,Murva means a plant which has tough fibres and there are many plants available with this feature; This is one of the species being used as Murva in Gujarat,[2]
M,5,Murva,मूर्वा,mūrvā,मूर्वा,Maerua arenaria Hook. f. & Th.,Substituted source,Used as a substitute for Murva,[1]
M,5,Murva,मूर्वा,mūrvā,मूर्वा,Maerva arenaria Hook.f. & Thoms.,Controversial,Throughout the country many species have been correlated to Murva and this species is one among them,[5]
M,5,Murva,मूर्वा,mūrvā,मूर्वा,Marsdenea roylei,Accepted source,,[2]
M,5,Murva,मूर्वा,mūrvā,मूर्वा प्रजाति,Marsdenia roylei Wight.,,,[3]
M,5,Murva,मूर्वा,mūrvā,मूर्वा,Marsdenia tenacissima,Accepted source,This species resembles exactly as the Murva mentioned in the texts and thus correlated to it,[2]
M,5,Murva,मूर्वा,mūrvā,मूर्वा,Marsdenia tenacissima W. & A.,,,[3]
M,5,Murva,मूर्वा,mūrvā,मूर्वा,Marsdenia tenacissima W. & A.,Accepted source,Identified with it,[1]
M,5,Murva,मूर्वा,mūrvā,मूर्वा,Marsdenia tenacissima W. & A.,Accepted source,Identified with this species as it has features similar to Murva as told in Ayurvedic literature,[1]
M,5,Murva,मूर्वा,mūrvā,मूर्वा,Marsdenia tenacissima W. & A.,Accepted source,Identified with this species,[5]
M,5,Murva,मूर्वा,mūrvā,मूर्वा,Marsdenia tenacissima W. & A.,Accepted source,Identified with this species,[5]
M,5,Murva,मूर्वा,mūrvā,मूर्वा,Marsdenia tenacissima W. & A.,Controversial,Throughout the country many species have been correlated to Murva and this species is one among them,[5]
M,5,Murva,मूर्वा,mūrvā,मूर्वा,Marsdenia tenacissima W. & A.,Most probable,This species being used as Murva with regard to its features,[1]
M,5,Murva,मूर्वा,mūrvā,मूर्वा,Salvadora persica,?,?,[2]
M,5,Murva,मूर्वा,mūrvā,मूर्वा,Sansevieria roxburghiana Schult.,Most probable,This species being used as Murva with regard to its features,[1]
M,5,Murva,मूर्वा,mūrvā,मूर्वा,Sansvieria roxburghiana Schult.f.,Controversial,Throughout the country many species have been correlated to 'Murva' and this species is one among them,[5]
M,5,Murva,मूर्वा,mūrvā,मूर्वा,Senseviera zeylanica,Controversial,This species is used as Murva by the Bengali Kavirajas; its morphology matches exactly with some of those of Murva which compel them to use this,[2]
M,5,Murva,मूर्वा,mūrvā,मूर्वा,Wattakaka volubilis (Linn.f.) Stapf.,Controversial,Throughout the country many species have been correlated to 'Murva' and this species is one among them,[5]
M,6,Murva - prajati,मूर्वा प्रजाति,mūrvā prajāti,मूर्वा,Bauhinia tomentosa,Controversial,With regard to the description given by the nighantus this species which is otherwise correlated to Kancanara was considered as Murva,[2]
M,6,Murva - prajati,मूर्वा प्रजाति,mūrvā prajāti,मूर्वा,Bauhinia vahlii,?,?,[2]
M,6,Murva - prajati,मूर्वा प्रजाति,mūrvā prajāti,मूर्वा,Bauhinia vahlii,Controversial,The fibres of this species are very strong so it is taken into consideration as this is the most important feature of Murva; there is a controversy regarding this as this species is known as 'Maluka' which is a synonym of Kancanara,[2]
M,6,Murva - prajati,मूर्वा प्रजाति,mūrvā prajāti,मूर्वा,Bauhinia vahlii W. & A.,Most probable,This species being used as Murva with regard to its features,[1]
M,6,Murva - prajati,मूर्वा प्रजाति,mūrvā prajāti,मूर्वा,Bauhinia vahlii W. & A.,Substituted source,Throughout the country many species have been correlated to Murva and this species is one among them,[5]
M,6,Murva - prajati,मूर्वा प्रजाति,mūrvā prajāti,मूर्वा,Chenomorpha macrophylla,Controversial,Murva is a highly controversial drug; Murva means a plant which has tough fibres and there are many such plants with  this feature; This species is used as Murva by Vaidyas in Kerala,[2]
M,6,Murva - prajati,मूर्वा प्रजाति,mūrvā prajāti,मूर्वा,Chenomorpha macrophylla,Controversial,Murva is a highly controversial drug; This species is used by the Vaidyas in Kerala,[2]
M,6,Murva - prajati,मूर्वा प्रजाति,mūrvā prajāti,मूर्वा,Chlonemorpha macrophylla.,Substituted source,Throughout the country many species have been correlated to Murva and this species is one among them,[5]
M,6,Murva - prajati,मूर्वा प्रजाति,mūrvā prajāti,मूर्वा,Chonemorpha macrophylla (Roxb.) G. Don.,Controversial,Throughout the country many species have been correlated to Murva and this species is one among them,[5]
M,6,Murva - prajati,मूर्वा प्रजाति,mūrvā prajāti,मूर्वा,Chonemorpha macrophylla G. Don,Substituted source,In Kerala it is used as a substitute for Murva,[1]
M,6,Murva - prajati,मूर्वा प्रजाति,mūrvā prajāti,मूर्वा,Clematis gouriana Roxb.,Controversial,Throughout the country many species have been correlated to Murva and this species is one among them,[5]
M,6,Murva - prajati,मूर्वा प्रजाति,mūrvā prajāti,मूर्वा,Clematis gouriana Roxb.,Substituted source,Used as a substitute for Murva,[1]
M,6,Murva - prajati,मूर्वा प्रजाति,mūrvā prajāti,मूर्वा,Clematis triloba,Controversial,Murva is a highly controversial drug; Many species are correlated to it with regard to its feature of having tough fibres and this species is one among them; This species is used as Murva in Maharashtra and Gujarat,[2]
M,6,Murva - prajati,मूर्वा प्रजाति,mūrvā prajāti,मूर्वा,Clematis triloba,Controversial,Murva is a highly controversial drug; This species is being used as Murva in Maharashtra and Gujarat,[2]
M,6,Murva - prajati,मूर्वा प्रजाति,mūrvā prajāti,मूर्वा,Helicteres isora,Controversial,Murva is a highly controversial drug; Murva means a plant which has tough fibres and there are many such plants with  this feature; This species is one among  them and used as Murva in Punjab,[2]
M,6,Murva - prajati,मूर्वा प्रजाति,mūrvā prajāti,मूर्वा,Helicteres isora Linn.,Substituted source,Used as a substitute for Murva,[1]
M,6,Murva - prajati,मूर्वा प्रजाति,mūrvā prajāti,मूर्वा,Helicterus isora Linn.,Controversial,Throughout the country many species have been correlated to Murva and this species is one among them,[5]
M,6,Murva - prajati,मूर्वा प्रजाति,mūrvā prajāti,मूर्वा,Maerua arenaria,Controversial,Murva means a plant which has tough fibres and there are many plants available with this feature; This is one of the species being used as Murva since long in some parts of India,[2]
M,6,Murva - prajati,मूर्वा प्रजाति,mūrvā prajāti,मूर्वा,Maerua arenaria,Controversial,Murva means a plant which has tough fibres and there are many plants available with this feature; This is one of the species being used as Murva in Gujarat,[2]
M,6,Murva - prajati,मूर्वा प्रजाति,mūrvā prajāti,मूर्वा,Maerua arenaria Hook. f. & Th.,Substituted source,Used as a substitute for Murva,[1]
M,6,Murva - prajati,मूर्वा प्रजाति,mūrvā prajāti,मूर्वा,Maerva arenaria Hook.f. & Thoms.,Controversial,Throughout the country many species have been correlated to Murva and this species is one among them,[5]
M,6,Murva - prajati,मूर्वा प्रजाति,mūrvā prajāti,मूर्वा,Marsdenea roylei,Accepted source,,[2]
M,6,Murva - prajati,मूर्वा प्रजाति,mūrvā prajāti,मूर्वा प्रजाति,Marsdenia roylei Wight.,,,[3]
M,6,Murva - prajati,मूर्वा प्रजाति,mūrvā prajāti,मूर्वा,Marsdenia tenacissima,Accepted source,This species resembles exactly as the Murva mentioned in the texts and thus correlated to it,[2]
M,6,Murva - prajati,मूर्वा प्रजाति,mūrvā prajāti,मूर्वा,Marsdenia tenacissima W. & A.,,,[3]
M,6,Murva - prajati,मूर्वा प्रजाति,mūrvā prajāti,मूर्वा,Marsdenia tenacissima W. & A.,Accepted source,Identified with it,[1]
M,6,Murva - prajati,मूर्वा प्रजाति,mūrvā prajāti,मूर्वा,Marsdenia tenacissima W. & A.,Accepted source,Identified with this species as it has features similar to Murva as told in Ayurvedic literature,[1]
M,6,Murva - prajati,मूर्वा प्रजाति,mūrvā prajāti,मूर्वा,Marsdenia tenacissima W. & A.,Accepted source,Identified with this species,[5]
M,6,Murva - prajati,मूर्वा प्रजाति,mūrvā prajāti,मूर्वा,Marsdenia tenacissima W. & A.,Accepted source,Identified with this species,[5]
M,6,Murva - prajati,मूर्वा प्रजाति,mūrvā prajāti,मूर्वा,Marsdenia tenacissima W. & A.,Controversial,Throughout the country many species have been correlated to Murva and this species is one among them,[5]
M,6,Murva - prajati,मूर्वा प्रजाति,mūrvā prajāti,मूर्वा,Marsdenia tenacissima W. & A.,Most probable,This species being used as Murva with regard to its features,[1]
M,6,Murva - prajati,मूर्वा प्रजाति,mūrvā prajāti,मूर्वा,Salvadora persica,?,?,[2]
M,6,Murva - prajati,मूर्वा प्रजाति,mūrvā prajāti,मूर्वा,Sansevieria roxburghiana Schult.,Most probable,This species being used as Murva with regard to its features,[1]
M,6,Murva - prajati,मूर्वा प्रजाति,mūrvā prajāti,मूर्वा,Sansvieria roxburghiana Schult.f.,Controversial,Throughout the country many species have been correlated to 'Murva' and this species is one among them,[5]
M,6,Murva - prajati,मूर्वा प्रजाति,mūrvā prajāti,मूर्वा,Senseviera zeylanica,Controversial,This species is used as Murva by the Bengali Kavirajas; its morphology matches exactly with some of those of Murva which compel them to use this,[2]
M,6,Murva - prajati,मूर्वा प्रजाति,mūrvā prajāti,मूर्वा,Wattakaka volubilis (Linn.f.) Stapf.,Controversial,Throughout the country many species have been correlated to 'Murva' and this species is one among them,[5]
M,6,Musali,मुशली,muśalī,मुशली,Asparagus adscendens Roxb.,,,[3]
M,6,Musali,मुशली,muśalī,मुशली,Asparagus adscendens Roxb.,Accepted source,Identified with it,[5]
M,6,Musali,मुशली,muśalī,मुशली श्वेता,Asparagus sp.,Market source,Asparagus roots are being used in the market in its place,[1]
M,6,Musali,मुशली,muśalī,मुशली,Chlorophytnm arundinaceum Baker.,,,[3]
M,6,Musali,मुशली,muśalī,मुशली,Chlorophytum arundinaceum Baker.,Accepted source,Musali' has been mentioned only once by Vagbhata which was used in diseases only externally; 'Talapatri' and 'Talamuli' has also been mentioned only once in Caraka samhita; Dalhana has identified both of them with 'Musali'; Nighantus have mentioned two types of Musali as white and black variety; Both are supposed to be used as Jivaniya (life promoting) and Brimhaniya (nourishing); There is a doubt whether the Talamuli of Brhatrayi is the same Musali or a different drug; There are chances that the nourishing property of 'Musali' was analysed in the later periods; Based on the above it is identified with this species,[5]
M,6,Musali,मुशली,muśalī,मुशली श्वेता,Chlorophytum arundinaceum Baker.,Most probable,May be identified with this species,[1]
M,6,Musali,मुशली,muśalī,मुशली श्वेता,Chlorophytum tuberosum Baker,Most probable,May be identified with this species,[1]
M,6,Musali - sveta,मुशली श्वेता,muśalī śvetā,मुशली,Asparagus adscendens Roxb.,,,[3]
M,6,Musali - sveta,मुशली श्वेता,muśalī śvetā,मुशली,Asparagus adscendens Roxb.,Accepted source,Identified with it,[5]
M,6,Musali - sveta,मुशली श्वेता,muśalī śvetā,मुशली श्वेता,Asparagus sp.,Market source,Asparagus roots are being used in the market in its place,[1]
M,6,Musali - sveta,मुशली श्वेता,muśalī śvetā,मुशली,Chlorophytnm arundinaceum Baker.,,,[3]
M,6,Musali - sveta,मुशली श्वेता,muśalī śvetā,मुशली,Chlorophytum arundinaceum Baker.,Accepted source,Musali' has been mentioned only once by Vagbhata which was used in diseases only externally; 'Talapatri' and 'Talamuli' has also been mentioned only once in Caraka samhita; Dalhana has identified both of them with 'Musali'; Nighantus have mentioned two types of Musali as white and black variety; Both are supposed to be used as Jivaniya (life promoting) and Brimhaniya (nourishing); There is a doubt whether the Talamuli of Brhatrayi is the same Musali or a different drug; There are chances that the nourishing property of 'Musali' was analysed in the later periods; Based on the above it is identified with this species,[5]
M,6,Musali - sveta,मुशली श्वेता,muśalī śvetā,मुशली श्वेता,Chlorophytum arundinaceum Baker.,Most probable,May be identified with this species,[1]
M,6,Musali - sveta,मुशली श्वेता,muśalī śvetā,मुशली श्वेता,Chlorophytum tuberosum Baker,Most probable,May be identified with this species,[1]
M,6,Musikakarni,मूषिककर्णी,mūṣikakarṇī,मूषिककर्णी,Ipomoea reniformis Chois.,Accepted source,Identified with it,[1]
M,6,Muskaka - krsna,मुष्कक कृष्णा,muṣkaka kṛṣṇā,मुष्कक कृष्णा,Schrebera swietenioides Roxb.,Accepted source,Identified with it,[1]
M,6,Muskaka - sveta,मुष्कक श्वेता,muṣkaka śvetā,मुष्कक श्वेता,Elaeodendron glaucum Pers.,Accepted source,Identified with it,[1]
M,6,Musta,मुस्त,musta,मुस्त,Cyperus rotundus,Accepted source,Musta is correlated to this species,[2]
M,6,Musta,मुस्त,musta,मुस्त,Cyperus rotundus Linn.,Accepted source,Identified with it,[1]
M,6,Musta,मुस्त,musta,मुस्त,Cyperus rotundus Linn.,Suggested source 1,Identified with it,[1]
M,6,Musta,मुस्त,musta,मुस्त,Cyperus scariosus R. Br.,Suggested source 2,Identified with it,[1]
M,6,Mustaka,मुस्तक,mustaka,मुस्तक,Cyperus rotundus Linn.,,,[3]
M,6,Mustaka,मुस्तक,mustaka,मुस्तक,Cyperus rotundus Linn.,Accepted source,Identified with this species,[5]
N,1,Nadibhallataka,नदीभल्लातक,nadībhallātaka,नदीभल्लातक,Lantana sp.,,,[5]
N,1,Nadihingu,नाडीहिङ्गु,nāḍīhiṅgu,नाडीहिङ्गु,Gardenia gummifera Linn.,Accepted source,Identified with this species,[5]
N,1,Nadihingu,नाडीहिङ्गु,nāḍīhiṅgu,नाडीहिङ्गु,Gardenia gummifera Linn. f.,,,[3]
N,1,Nadihingu,नाडीहिङ्गु,nāḍīhiṅgu,नाडीहिङ्गु,Gardenia lucida Roxb.,,,[3]
N,1,Nadikalaya,नाडीकलाय,nāḍīkalāya,नाडीकलाय,Corchorus capsularis Linn.,Accepted source,This species is used as a vegetable and identified with it,[1]
N,1,Nagabala,नागबला,nāgabalā,नागबला,Grewia hirsuta Vahl var. helicterifolia,Most probable,This species may be identified as Nagabala,[1]
N,1,Nagabala,नागबला,nāgabalā,नागबला,Grewia hirsuta Vahl.,,,[3]
N,1,Nagabala,नागबला,nāgabalā,नागबला,Grewia hirsuta Vahl.,Accepted source,Identified with this species,[5]
N,1,Nagabala,नागबला,nāgabalā,नागबला,Grewia populifolia Vahl,Most probable,This species may be identified as Nagabala and used in its place,[1]
N,1,Nagabala,नागबला,nāgabalā,नागबला,Grewia tenax fiori Bos.,Accepted source,Nagabala is correlated to this species,[2]
N,1,Nagabala,नागबला,nāgabalā,नागबला,Grewia tenax fiori Bos.,Most probable,This species is considered to be Nagabala in Gujarat,[2]
N,1,Nagabala,नागबला,nāgabalā,नागबला,Sida spinosa Linn.,Most probable,This species may be identified as Nagabala and used in its place,[1]
N,1,Nagabala,नागबला,nāgabalā,नागबला,Sida vernonicaefolia Lam.,?,?,[1]
N,1,Nagabala,नागबला,nāgabalā,नागबला,Sida veronicaefolia Lam.,Accepted source,Identified with it,[1]
N,1,Nagabala,नागबला,nāgabalā,नागबला,Sida veronicaefolia Lam.,Accepted source,Nagabala is correlated to this species,[2]
N,1,Nagabala,नागबला,nāgabalā,नागबला,Urena lobata Linn.,Most probable,This species may be identified as Nagabala and used in its place,[1]
N,1,Nagadamana,नागदमन,nāgadamana,नागदमन,Sansevieria roxburghiana Schult. f.,,,[3]
N,1,Nagadamana - prajati,नागदमन प्रजाति,nāgadamana prajāti,नागदमन प्रजाति,Sansevieria hyacinthoides (Linn.) Druce.,,,[3]
N,1,Nagadanti,नागदन्ती,nāgadantī,नागदन्ती,Baliospernum calycinum Muell-Arg.,Accepted source,Nagadanti is not Danti or Dravanti as they are mentioned seperately but it is clear that it is a bigger variety of Danti; Fruits of this species are six times bigger than danti fruits; The word 'Naga' in Danti depicts that it is a bigger variety and hence this is the most appropriate correlation,[5]
N,1,Nagadanti,नागदन्ती,nāgadantī,नागदन्ती,Croton oblongifolius,Accepted source,Identified with it,[1]
N,1,Nagadanti,नागदन्ती,nāgadantī,नागदन्ती,Croton oblongifolius Roxb.,Most probable,May be ideintified with it,[1]
N,1,Nagakesara,नागकेशर,nāgakeśara,नागकेशर,Calophyllum inophyllum Linn.,Substituted source,At present this is used as a substitute,[1]
N,1,Nagakesara,नागकेशर,nāgakeśara,नागकेशर,Cinnamomum sp.,Substituted source,At present this is used as a substitute,[1]
N,1,Nagakesara,नागकेशर,nāgakeśara,नागकेशर,Cinnamomum wightii,?,?,[2]
N,1,Nagakesara,नागकेशर,nāgakeśara,नागकेशर,Cinnamomum wightii,Market source,Unripe fruits of this species is sold in the markets as Nagakesara,[2]
N,1,Nagakesara,नागकेशर,nāgakeśara,नागकेशरम्,Cinnamomum Wightii,Adulterated source,Unripe fruits of this species is used as an adulterant for Nagakesara,[2]
N,1,Nagakesara,नागकेशर,nāgakeśara,नागकेशरम्,Cinnamomum Wightii,Market source,Unripe fruits of this species is sold in the markets as Nagakesara,[2]
N,1,Nagakesara,नागकेशर,nāgakeśara,नागकेशर,Dilienia pentagyna Roxb.,?,?,[5]
N,1,Nagakesara,नागकेशर,nāgakeśara,नागकेशरम्,Dillenia pentagyna,?,?,[2]
N,1,Nagakesara,नागकेशर,nāgakeśara,नागकेशरम्,Dillenia pentagyna,Market source,This species known as Malabar nagakesara is sold as Nagakesara in the markets of South India,[2]
N,1,Nagakesara,नागकेशर,nāgakeśara,नागकेशर,Mesua ferrea,Accepted source,Identified with it,[1]
N,1,Nagakesara,नागकेशर,nāgakeśara,नागकेशरम्,Mesua ferrea,Accepted source,Nagakesara is correlated to this species,[2]
N,1,Nagakesara,नागकेशर,nāgakeśara,नागकेशर,Mesua ferrea Linn.,,,[3]
N,1,Nagakesara,नागकेशर,nāgakeśara,नागकेशर,Mesua ferrea Linn.,Accepted source,Identified with it,[1]
N,1,Nagakesara,नागकेशर,nāgakeśara,नागकेशर,Mesua ferrea Linn.,Accepted source,Three species are being used as Nagakesara and this species is identified with with it,[5]
N,1,Nagakesara,नागकेशर,nāgakeśara,नागकेशरम्,Ochrocarpus longifolia,Market source,Unripe buds of the flowers of this species is used as Nagakesara in the markets,[2]
N,1,Nagakesara,नागकेशर,nāgakeśara,नागकेशर,Ochrocarpus longifolius Benth. & Hook.f.,Substituted source,At present this is used as a substitute,[1]
N,1,Nagakesara,नागकेशर,nāgakeśara,नागकेशरम्,Piper longum Linn.,Market source,This species is used as Nagakesara in the markets,[2]
N,1,Nagakesara,नागकेशर,nāgakeśara,नागकेशरम्,Piper officinarum C. DC.,Market source,This species is used as Nagakesara in the markets,[2]
N,1,Nagakesaram,नागकेशरम्,nāgakeśaram,नागकेशर,Calophyllum inophyllum Linn.,Substituted source,At present this is used as a substitute,[1]
N,1,Nagakesaram,नागकेशरम्,nāgakeśaram,नागकेशर,Cinnamomum sp.,Substituted source,At present this is used as a substitute,[1]
N,1,Nagakesaram,नागकेशरम्,nāgakeśaram,नागकेशर,Cinnamomum wightii,?,?,[2]
N,1,Nagakesaram,नागकेशरम्,nāgakeśaram,नागकेशर,Cinnamomum wightii,Market source,Unripe fruits of this species is sold in the markets as Nagakesara,[2]
N,1,Nagakesaram,नागकेशरम्,nāgakeśaram,नागकेशरम्,Cinnamomum Wightii,Adulterated source,Unripe fruits of this species is used as an adulterant for Nagakesara,[2]
N,1,Nagakesaram,नागकेशरम्,nāgakeśaram,नागकेशरम्,Cinnamomum Wightii,Market source,Unripe fruits of this species is sold in the markets as Nagakesara,[2]
N,1,Nagakesaram,नागकेशरम्,nāgakeśaram,नागकेशर,Dilienia pentagyna Roxb.,?,?,[5]
N,1,Nagakesaram,नागकेशरम्,nāgakeśaram,नागकेशरम्,Dillenia pentagyna,?,?,[2]
N,1,Nagakesaram,नागकेशरम्,nāgakeśaram,नागकेशरम्,Dillenia pentagyna,Market source,This species known as Malabar nagakesara is sold as Nagakesara in the markets of South India,[2]
N,1,Nagakesaram,नागकेशरम्,nāgakeśaram,नागकेशर,Mesua ferrea,Accepted source,Identified with it,[1]
N,1,Nagakesaram,नागकेशरम्,nāgakeśaram,नागकेशरम्,Mesua ferrea,Accepted source,Nagakesara is correlated to this species,[2]
N,1,Nagakesaram,नागकेशरम्,nāgakeśaram,नागकेशर,Mesua ferrea Linn.,,,[3]
N,1,Nagakesaram,नागकेशरम्,nāgakeśaram,नागकेशर,Mesua ferrea Linn.,Accepted source,Identified with it,[1]
N,1,Nagakesaram,नागकेशरम्,nāgakeśaram,नागकेशर,Mesua ferrea Linn.,Accepted source,Three species are being used as Nagakesara and this species is identified with with it,[5]
N,1,Nagakesaram,नागकेशरम्,nāgakeśaram,नागकेशरम्,Ochrocarpus longifolia,Market source,Unripe buds of the flowers of this species is used as Nagakesara in the markets,[2]
N,1,Nagakesaram,नागकेशरम्,nāgakeśaram,नागकेशर,Ochrocarpus longifolius Benth. & Hook.f.,Substituted source,At present this is used as a substitute,[1]
N,1,Nagakesaram,नागकेशरम्,nāgakeśaram,नागकेशरम्,Piper longum Linn.,Market source,This species is used as Nagakesara in the markets,[2]
N,1,Nagakesaram,नागकेशरम्,nāgakeśaram,नागकेशरम्,Piper officinarum C. DC.,Market source,This species is used as Nagakesara in the markets,[2]
N,1,Nagamustaka,नागमुस्तक,nāgamustaka,नागमुस्तक,Cyperus scariosuss R. Br.,,,[3]
N,1,Nagapurisacchatra,नागरपुरीषछ्त्र,nāgarapurīṣachtra,नागरपुरीषछ्त्र,Mushroom,Suggested source,This name conveys some mushroom growing on the excreta of plants,[1]
N,1,Nagapuspi,नागपुष्पी,nāgapuṣpī,नागपुष्पी,Arisaema alba N.E. Br.,Most probable,Nagini' is the synonym of 'Nagapuspi' and hence the 'Nagini' mentioned in Raja nighantu and Kaideva nighantu may be the same 'Nagapuspi' so most probably correlated to this species,[5]
N,1,Nagaramustaka,नागरमुस्तक,nāgaramustaka,नागरमुस्तक,Cyperus esculentus Linn.,Accepted source,Identified with this species,[5]
N,1,Nagarjuni,नागार्जुनी,nāgārjunī,नागार्जुनी,Euphorbia Thymifolia,Accepted source,Identified with this species,[5]
