Botanical Name,Family,Systems,Synonym,Image URL,Detail URL
"Solanum melongena L. var. incanum KUNTZE X Family - SOLANACEAE System(s) of Indian Medicine - Ayurveda, Siddha, Folk Botanical Synonyms (2) - Solanum incanum L.",SOLANACEAE,"Ayurveda, Siddha, Folk",Solanum incanum L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/f1b4d62fca64de2eb2eeaf1e6d3c61e1
Solanum nigrum L.,SOLANACEAE,"Ayurveda, Siddha, Unani, Homeopathy, Folk, Sowa-Rigpa",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/8919b637dac8e5c0dee7284b93974959
"Solanum virginianum L. X Family - SOLANACEAE System(s) of Indian Medicine - Ayurveda, Siddha, Unani, Homeopathy, Folk, Sowa-Rigpa Botanical Synonyms (4) - Solanum jacquini WILLD. Solanum sarmentosum NEES Solanum surattense BURM. F.",SOLANACEAE,"Ayurveda, Siddha, Unani, Homeopathy, Folk, Sowa-Rigpa",Solanum jacquini WILLD. Solanum sarmentosum NEES Solanum surattense BURM. F.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/2cb1e3bf00b5de22d891cdf07eeec4b7/xclkon/b414813f2d50d5ed793e2a592325c892
"Solanum virginianum L. X Family - SOLANACEAE System(s) of Indian Medicine - Ayurveda, Siddha, Unani, Homeopathy, Folk, Sowa-Rigpa Botanical Synonyms (4) - Solanum jacquini WILLD. Solanum sarmentosum NEES Solanum surattense BURM. F.",SOLANACEAE,"Ayurveda, Siddha, Unani, Homeopathy, Folk, Sowa-Rigpa",Solanum jacquini WILLD. Solanum sarmentosum NEES Solanum surattense BURM. F.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/2cb1e3bf00b5de22d891cdf07eeec4b7/xclkon/849c0de64b7c66638ac1af96bf578c1f
Solanum torvum SWARTZ,SOLANACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/7b6dd3c6f37a291782a1fba746563e72
,SOLANACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/d0f015e923a8a7fecd21531b35aaf763
Solanum tuberosum L.,SOLANACEAE,"Ayurveda, Siddha, Unani, Homeopathy, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/9c3167d1e5b9fabac59ac7b38467287e
Solanum erianthum D.DON,SOLANACEAE,"Ayurveda, Siddha, Folk",Solanum verbascifolium AUCT NON L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/6f0fb6f20cdfc5e4c7c7386c01aa3f96/xclkon/bb5dffdbd9f4632ecc9e32ba38d084ba
,SOLANACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/d47162c1b18a01462fc44de2517acd31
Solanum anguivi LAM.,SOLANACEAE,"Ayurveda, Siddha, Folk, Sowa-Rigpa",Solanum indicum L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/3557bcc2088029a90eab184cfd7ff1e2/xclkon/eb17c0288b708fcdb623b6f702d5042c
"Solanum virginianum L. X Family - SOLANACEAE System(s) of Indian Medicine - Ayurveda, Siddha, Unani, Homeopathy, Folk, Sowa-Rigpa Botanical Synonyms (4) - Solanum jacquini WILLD. Solanum sarmentosum NEES Solanum surattense BURM. F.",SOLANACEAE,"Ayurveda, Siddha, Unani, Homeopathy, Folk, Sowa-Rigpa",Solanum jacquini WILLD. Solanum sarmentosum NEES Solanum surattense BURM. F.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/2cb1e3bf00b5de22d891cdf07eeec4b7
"Solanum virginianum L. X Family - SOLANACEAE System(s) of Indian Medicine - Ayurveda, Siddha, Unani, Homeopathy, Folk, Sowa-Rigpa Botanical Synonyms (4) - Solanum jacquini WILLD. Solanum sarmentosum NEES Solanum surattense BURM. F.",SOLANACEAE,"Ayurveda, Siddha, Unani, Homeopathy, Folk, Sowa-Rigpa",Solanum jacquini WILLD. Solanum sarmentosum NEES Solanum surattense BURM. F.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/2cb1e3bf00b5de22d891cdf07eeec4b7/xclkon/22877e1bc77ab8bf1f5b0774374e53c2
Solena amplexicaulis (LAM.) GANDHI,CUCURBITACEAE,"Ayurveda, Siddha, Folk",Bryonia umbellata KLEIN EX WILLD. Melothria heterophylla COGN.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/a305f7a3643b184951c143e66f95bc3d
Solena amplexicaulis (LAM.) GANDHI,CUCURBITACEAE,"Ayurveda, Siddha, Folk",Bryonia umbellata KLEIN EX WILLD. Melothria heterophylla COGN.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/a305f7a3643b184951c143e66f95bc3d/xclkon/ef3117b1789ec0112483d116f4f86120
,POACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/aec3f4bbf64163015a26c4428fdaa883
Soymida febrifuga (ROXB.) A.JUSS.,MELIACEAE,"Ayurveda, Siddha, Unani, Folk, Sowa-Rigpa",Swietenia febrifuga ROXB.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/9d1c44e2d233abc3e05fb6a63084cd5f
Borreria articularis (L.F.) WILLIAMS,RUBIACEAE,"Ayurveda, Folk",Spermacoce articularis L.F.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/520660f62fadb81d3f3443bf8de8e24e/xclkon/dd235a497bd5425e7df599326341550d
,RUBIACEAE,"Ayurveda, Siddha, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/83c0ece9d3c398114510aea8e6669d50/xclkon/30a11d06748d3862d40baf7d1f34fbc5
Sphaeranthus africanus L.,ASTERACEAE,Ayurveda,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/62fb8654a949c413eac86d3de647a9c4
Sphaeranthus hirtus WILLD.,ASTERACEAE,"Ayurveda, Siddha, Unani, Folk, Sowa-Rigpa",Sphaeranthus indicus L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/ec08cd45797746e57adca9c7e0c516d7
Sphaeranthus hirtus WILLD.,ASTERACEAE,"Ayurveda, Siddha, Unani, Folk, Sowa-Rigpa",Sphaeranthus indicus L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/ec08cd45797746e57adca9c7e0c516d7/xclkon/85f71eab3c1210d29a3d7648f55163c1
Sphaeranthus africanus L.,ASTERACEAE,Ayurveda,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/62fb8654a949c413eac86d3de647a9c4/xclkon/722ae23881e7a80d868b5da3e4691cae
Sphaeranthus senegalensis DC.,ASTERACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/0223a6bb39ccf57136b7a8536f5c5359
Spilanthes acmella MURR. var. olerace,ASTERACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/2161df0a19cb37c1eada43c3045026b4
Spilanthes oleracea L.,ASTERACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/4e92c607d8ed107c5b0c434aa75b255a
Spinacia oleracea L.,CHENOPODIACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/07066ef565edde9125663701f29a9ecd
Spondias pinnata (L.F.) KURZ.,ANACARDIACEAE,"Ayurveda, Siddha, Unani, Folk, Sowa-Rigpa",Spondias acuminata ROXB.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/dc3cec560f8e0b621a87c3ccd6bd42c1/xclkon/2417acc8e57c776f706d70a26cd24ad7
Spondias pinnata (L.F.) KURZ.,ANACARDIACEAE,"Ayurveda, Siddha, Unani, Folk, Sowa-Rigpa",Spondias acuminata ROXB.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/dc3cec560f8e0b621a87c3ccd6bd42c1/xclkon/103d633e5a0f69d7c965aa1d60f329e9
Spondias pinnata (L.F.) KURZ.,ANACARDIACEAE,"Ayurveda, Siddha, Unani, Folk, Sowa-Rigpa",Spondias acuminata ROXB.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/dc3cec560f8e0b621a87c3ccd6bd42c1
Stephania glabra (THUNB.) MIERS.,MENISPERMACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/cc04a525af9be52f32c1b7c58ff850bb
Stephania japonica (THUNB.) MIERS.,MENISPERMACEAE,"Ayurveda, Siddha, Folk",Stephania hernandifolia (WILLD.) WALP.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/41bb8e79ca9008863b51aee2e9b9ac0c/xclkon/3001c0837b219c672e4d6afe2a9d953a
Stephania japonica (THUNB.) MIERS.,MENISPERMACEAE,"Ayurveda, Siddha, Folk",Stephania hernandifolia (WILLD.) WALP.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/41bb8e79ca9008863b51aee2e9b9ac0c/xclkon/3916703b2911721b5de07b2ef319a3f8
Stephania japonica (THUNB.) MIERS.,MENISPERMACEAE,"Ayurveda, Siddha, Folk",Stephania hernandifolia (WILLD.) WALP.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/41bb8e79ca9008863b51aee2e9b9ac0c
Stephania japonica (THUNB.) MIERS.,MENISPERMACEAE,"Ayurveda, Siddha, Folk",Stephania hernandifolia (WILLD.) WALP.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/41bb8e79ca9008863b51aee2e9b9ac0c/xclkon/0bfdcb2c5e1888717e88872407b4cefc
Mitragyna parvifolia KORTH.,RUBIACEAE,"Ayurveda, Siddha, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/c63b9d4de6eebc46bbc1d65059f2ac0a/xclkon/2cab5f2308175f21b12a372627e5c0cf
Sterculia foetida L.,STERCULIACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/361a1529efe025c6910abe69819bdad9
Sterculia urens ROXB.,STERCULIACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/d2812c751d8ab321390af1b261bb465c
,BIGNONIACEAE,"Ayurveda, Siddha, Folk, Sowa-Rigpa",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/313938af7d4fee70d5638abc68208358
,BIGNONIACEAE,"Ayurveda, Siddha, Folk, Sowa-Rigpa",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/313938af7d4fee70d5638abc68208358/xclkon/4954a0c0ad0cc487ee7ad1a31fb72e5b
Stereospermum chelonoides (L.F.) DC.,BIGNONIACEAE,"Ayurveda, Siddha, Unani, Folk, Sowa-Rigpa",Bignonia chelonoides L.F.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/81a7142da6d3e9316c713044dd02140d/xclkon/d0cb50c09044ca93fc581652ab7273db
,BIGNONIACEAE,"Ayurveda, Siddha, Folk, Sowa-Rigpa",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/313938af7d4fee70d5638abc68208358/xclkon/80e9e02279c6d39c020f91ccdd2a8eca
,BIGNONIACEAE,"Ayurveda, Siddha, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/8eb5bffeca052079f62e14fa39ccdccb/xclkon/fbff2c651359d39df2e8b3914c25fd2f
,ARACEAE,"Ayurveda, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/75bbd308a2c6ab831c357551ad62b66e/xclkon/d66e00bc9a5767176824632ac52edd4e
Streblus asper LOUR.,MORACEAE,"Ayurveda, Siddha, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/f4edbb3dc062cd9cf2e810d93a2163be
Striga asiatica (L.) KUNTZE,SCROPHULARIACEAE,"Ayurveda, Siddha",Striga lutea LOUR,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/44e68c8d967e0bc2f904d929be9942bb
Striga asiatica (L.) KUNTZE,SCROPHULARIACEAE,"Ayurveda, Siddha",Striga lutea LOUR,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/44e68c8d967e0bc2f904d929be9942bb/xclkon/7871473ff327b614b1034c6f9aadc046
Nilgirianthus ciliatus (NEES) BREMEK.,ACANTHACEAE,"Ayurveda, Folk",Strobilanthes ciliatus NEES,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/dd1b1600cfdfa3e3949a254c79db28a8/xclkon/77fb661cb557006e9b47bcc626bef0a4
,LOGANIACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/25e0dd121cb70c8593ee55a204ce27d3
Strychnos nux-vomica L.,LOGANIACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/f1deb6a97a7f8320dd2e75271d7d8f15
Strychnos potatorum L.,LOGANIACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/f7483e2d8671cc116f6d1cc75dfaf48c
,STYRACACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/6524416167c64ed6439eadc21e00b6f1
,STYRACACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/fafc502b1c8908fa9c00e1e91da76370
,STYRACACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/8988810ba31d0a4cdb0c9ca4b55340c2
Swertia alata ROYLE EX. D.DON,GENTIANACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/e8de6387d689453520d0efff1fb6c0ad
Swertia angustifolia HAM.,GENTIANACEAE,"Ayurveda, Unani, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/0c1543c8c26dc2d082d8d18a25bb166a/xclkon/d04a45046c7e8ff4d06d9b75314765c0
Swertia angustifolia HAM.,GENTIANACEAE,"Ayurveda, Unani, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/0c1543c8c26dc2d082d8d18a25bb166a
"Swertia chirayita ROXB. EX  (FLEMING) KARST. X Family - GENTIANACEAE System(s) of Indian Medicine - Ayurveda, Siddha, Unani, Homeopathy, Folk, Sowa-Rigpa Botanical Synonyms (3) - Gentiana chirayta ROXB.",GENTIANACEAE,"Ayurveda, Siddha, Unani, Homeopathy, Folk, Sowa-Rigpa",Gentiana chirayta ROXB.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/694eb1f52999a025e8a35b35aa3d4935/xclkon/f7d394b037ec5505be0b04ad4350411b
"Swertia chirayita ROXB. EX  (FLEMING) KARST. X Family - GENTIANACEAE System(s) of Indian Medicine - Ayurveda, Siddha, Unani, Homeopathy, Folk, Sowa-Rigpa Botanical Synonyms (3) - Gentiana chirayta ROXB.",GENTIANACEAE,"Ayurveda, Siddha, Unani, Homeopathy, Folk, Sowa-Rigpa",Gentiana chirayta ROXB.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/694eb1f52999a025e8a35b35aa3d4935
Swertia ciliata (G.DON) BURTT.,GENTIANACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/25169ad5f7e18e5014942f3d540b20fe
"Swertia densiflora (GRISEB.) KASHYAPPA X Family - GENTIANACEAE System(s) of Indian Medicine - Ayurveda, Unani, Folk Botanical Synonyms (2) - Ophelia multiflora DATZ.",GENTIANACEAE,"Ayurveda, Unani, Folk",Ophelia multiflora DATZ.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/fce685990b9a57dd587ff62a38ca2e53/xclkon/73661e0c7a1b99f29b34a40956d4f2ea
"Swertia densiflora (GRISEB.) KASHYAPPA X Family - GENTIANACEAE System(s) of Indian Medicine - Ayurveda, Unani, Folk Botanical Synonyms (2) - Ophelia multiflora DATZ.",GENTIANACEAE,"Ayurveda, Unani, Folk",Ophelia multiflora DATZ.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/fce685990b9a57dd587ff62a38ca2e53
Swertia lawii BURKILL,GENTIANACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/17c1cc9bcebc02d3be4057450a678fe1
Swertia paniculata WALL.,GENTIANACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/347ceeac4a1cc362ed84fd8a93777413
Swertia angustifolia HAM.,GENTIANACEAE,"Ayurveda, Unani, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/0c1543c8c26dc2d082d8d18a25bb166a/xclkon/207a5d05f7c7510a44dadf46e6a7cf92
Soymida febrifuga (ROXB.) A.JUSS.,MELIACEAE,"Ayurveda, Siddha, Unani, Folk, Sowa-Rigpa",Swietenia febrifuga ROXB.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/9d1c44e2d233abc3e05fb6a63084cd5f/xclkon/41fa9edf29a259f17765685187082610
Symplocos paniculata (THUNB.) MIQ.,SYMPLOCACEAE,"Ayurveda, Unani, Sowa-Rigpa",Symplocos crataegoides BUCH.-HAM. EX.DON,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/2dd10c79c17ceb302f76666246d1011f/xclkon/9f42d3acadc0985fbabc78d8acac118d
Symplocos paniculata (THUNB.) MIQ.,SYMPLOCACEAE,"Ayurveda, Unani, Sowa-Rigpa",Symplocos crataegoides BUCH.-HAM. EX.DON,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/2dd10c79c17ceb302f76666246d1011f
Symplocos racemosa ROXB.,SYMPLOCACEAE,"Ayurveda, Siddha, Unani, Folk, Sowa-Rigpa",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/f19728e96d6246c0e2dcbe2d59406afc
Symplocos cochinchinensis S.MOORE subsp. laurina (RETZ.) NOOTEBOOM var. laurina,SYMPLOCACEAE,Ayurveda,Symplocos spicata ROXB.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/cea7e394fde898d69c68bc053c1c4e35/xclkon/9c47a238935417a144a4b13d308de390
,SYMPLOCACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/aa67a582f89f480c97b66b7dae98ad79
,ARACEAE,"Ayurveda, Siddha, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/e1bd9ee6d48fd0a3f77cede18ddaee29/xclkon/d4a48b7f57b914b0352d16ea7a54a0ed
,BRASSICACEAE,"Ayurveda, Unani",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/11906f10a5e39aa8e0128d4f9e7a93ac/xclkon/6a31165d461972c0de7795b5e05a8457
Syzygium aromaticum (L.) MERRILL & PERRY,MYRTACEAE,"Ayurveda, Siddha, Unani, Folk, Sowa-Rigpa",Caryophyllus aromaticus L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/bce5381d0e29d38670508eacc491b6fd
Syzygium caryophyllatum (L.) ALSTON,MYRTACEAE,"Ayurveda, Siddha, Unani",Eugenia caryophyllaea WIGHT,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/093b03a0efaab52e275a0c9758b65611/xclkon/14669b72cf4fb79bdf85893f80bbb346
Syzygium caryophyllatum (L.) ALSTON,MYRTACEAE,"Ayurveda, Siddha, Unani",Eugenia caryophyllaea WIGHT,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/093b03a0efaab52e275a0c9758b65611
,MYRTACEAE,"Ayurveda, Siddha, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/4efa3c8ab8470683e4fdd873f89452c4
Syzygium cumini (L.) SKEELS,MYRTACEAE,"Ayurveda, Siddha, Unani, Homeopathy, Folk, Sowa-Rigpa",Calyptranthes jambolana MOON. Eugenia jambolana LAM.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/d5469b2ff22373aaaa14897e42ad27ef/xclkon/8570d386b0bd69493c9bd5ce0d74c115
Syzygium cumini (L.) SKEELS,MYRTACEAE,"Ayurveda, Siddha, Unani, Homeopathy, Folk, Sowa-Rigpa",Calyptranthes jambolana MOON. Eugenia jambolana LAM.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/d5469b2ff22373aaaa14897e42ad27ef/xclkon/555ff86ef28f78419f94a88b4a9f421f
Syzygium jambos (L.) ALSTON,MYRTACEAE,"Ayurveda, Siddha, Unani, Homeopathy, Folk",Eugenia jambos L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/9adbf18a4ccfab843085149dff116ec3
Tabernaemontana alternifolia L.,APOCYNACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/af8b148950afdfa62dbff72f4710f1ad
Tabernaemontana divaricata (L.) ROEM. & SCHULT.,APOCYNACEAE,"Ayurveda, Siddha, Folk",Ervatamia coronaria (JACQ.) STAPF.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/5f8bfd4196998db48c75cf43cc008be3/xclkon/5c7f553bf903a7526d122f802c99d498
Tabernaemontana crispa ROBT.,APOCYNACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/16997eafb84a101440688745610b944e
Tabernaemontana divaricata (L.) ROEM. & SCHULT.,APOCYNACEAE,"Ayurveda, Siddha, Folk",Ervatamia coronaria (JACQ.) STAPF.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/5f8bfd4196998db48c75cf43cc008be3
,TACCACEAE,"Ayurveda, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/4eae01bae77d3474410eee3844a23ae0/xclkon/219c67adddca069b4e42bb47b7d1de47
,TACCACEAE,"Ayurveda, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/4eae01bae77d3474410eee3844a23ae0
Tagetes erecta L.,ASTERACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/4db09e7f672ba6fd75810ec84f6a2b15
Tamarindus indica L.,CAESALPINIACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/01649c8cebf19249351228352a1554c0
Tamarix aphylla (L.) KARST.,TAMARICACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/0750efa16d4c097c6f8f138e19e4548c
Tamarix dioica ROXB. EX. ROTH,TAMARICACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/568de93ec016020b4d23423056fc0759
Tamarix ericoides ROTTL.,TAMARICACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/c9e22ae8840541dd323dddc2366b7c51
Tamarix indica ROXB.,TAMARICACEAE,"Ayurveda, Siddha, Unani, Folk",Tamarix gallica AUCT. NON.L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/5d9a068c199a63264dd61b8ea1699c83/xclkon/ed8329df880c5f369e48a6062d530450
Tamarix indica ROXB.,TAMARICACEAE,"Ayurveda, Siddha, Unani, Folk",Tamarix gallica AUCT. NON.L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/5d9a068c199a63264dd61b8ea1699c83
Tamarix indica ROXB.,TAMARICACEAE,"Ayurveda, Siddha, Unani, Folk",Tamarix gallica AUCT. NON.L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/5d9a068c199a63264dd61b8ea1699c83/xclkon/fcfbd248725443b978f43146fbac8540
Hydnocarpus kurzii (KING) WARB.,FLACOURTIACEAE,"Ayurveda, Siddha, Folk",Taraktogenos kurzii KING,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/c978bf24ff9aa78a5834419188d62bbf/xclkon/654f5593575669857ab3a3c75be22f11
Taraxacum officinale WIGGERS,ASTERACEAE,"Ayurveda, Homeopathy, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/2956190e7980e0334b6a89f146d99e11
Taraxacum officinale WIGGERS,ASTERACEAE,"Ayurveda, Homeopathy, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/2956190e7980e0334b6a89f146d99e11/xclkon/a32921b96088d6a02773bf4fcf89ca6e
"Taxus wallichiana ZUCC. X Family - TAXACEAE System(s) of Indian Medicine - Ayurveda, Siddha, Unani, Homeopathy, Folk, Sowa-Rigpa Botanical Synonyms (1) - Taxus baccata L. subsp. wallichiana ZUCC.",TAXACEAE,"Ayurveda, Siddha, Unani, Homeopathy, Folk, Sowa-Rigpa",Taxus baccata L. subsp. wallichiana ZUCC.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/8aa31f676d373d439a844b0cfc081853/xclkon/88ff95e12ea175e96fff7c57b2563984
"Taxus wallichiana ZUCC. X Family - TAXACEAE System(s) of Indian Medicine - Ayurveda, Siddha, Unani, Homeopathy, Folk, Sowa-Rigpa Botanical Synonyms (1) - Taxus baccata L. subsp. wallichiana ZUCC.",TAXACEAE,"Ayurveda, Siddha, Unani, Homeopathy, Folk, Sowa-Rigpa",Taxus baccata L. subsp. wallichiana ZUCC.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/8aa31f676d373d439a844b0cfc081853
,BIGNONIACEAE,"Ayurveda, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/f466bf653e4f8e96ab85828b892facc3/xclkon/53cccff00eded096ad7b1ccec6fe6f9e
,BIGNONIACEAE,"Ayurveda, Siddha, Sowa-Rigpa",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/8b90e24bb8c514451b8da9271860c3e2/xclkon/ab9fbf4582fc880d27129a89dd0fff2d
,BIGNONIACEAE,"Ayurveda, Siddha, Sowa-Rigpa",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/8b90e24bb8c514451b8da9271860c3e2
Tectona grandis L.F.,VERBENACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/c9c2d547fb6e13de08f4c2496e77b596
Cedrela toona ROXB.,MELIACEAE,"Ayurveda, Siddha, Unani, Folk",Teona ciliata ROEM. Toona ciliata ROEM.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/52c82345cac6d02ebb5565290d2a1171/xclkon/f8257f77823e1ae9ad01644713583c09
Tephrosia candida DC.,ASTERACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/4eedf36025f14af72691c7b1a267459a
Tephrosia purpurea PERS.,FABACEAE,"Ayurveda, Siddha, Unani, Folk",Galega purpurea L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/c8ed3ad40516a2873cf00155bc39949c/xclkon/740118e91cbb338173ea00990c0358ac
Tephrosia uniflora PERS. subsp. petrosa (BLATT. & HALLB.) GILLETT & ALI,FABACEAE,"Ayurveda, Folk",Tephrosia petrosa BLATTER & HALBB.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/ae23b3d74504872e5cfdebb00a729e1c/xclkon/8946b42a345f9b2c999041ddee41ad60
,FABACEAE,Ayurveda,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/aad7ccb1f4daaf79338d2734eef09598/xclkon/2b2278037e9d04a5feea28059913d1c3
Tephrosia purpurea PERS.,FABACEAE,"Ayurveda, Siddha, Unani, Folk",Galega purpurea L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/c8ed3ad40516a2873cf00155bc39949c
,FABACEAE,Ayurveda,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/aad7ccb1f4daaf79338d2734eef09598
,FABACEAE,"Ayurveda, Siddha",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/25f06264b7839a4ed3da205ea71d0af7
Tephrosia uniflora PERS. subsp. petrosa (BLATT. & HALLB.) GILLETT & ALI,FABACEAE,"Ayurveda, Folk",Tephrosia petrosa BLATTER & HALBB.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/ae23b3d74504872e5cfdebb00a729e1c
Tephrosia uniflora PERS. subsp. petrosa (BLATT. & HALLB.) GILLETT & ALI,FABACEAE,"Ayurveda, Folk",Tephrosia petrosa BLATTER & HALBB.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/ae23b3d74504872e5cfdebb00a729e1c/xclkon/2ee1929c97b119f74dac6bf8d671de7a
Tephrosia villosa PERS.,FABACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/ab324720e5b92d715c72ef34772ff7dc
